city,area,street,street_number,address,rooms,kvm,price,day_of_month_sold,month_sold_swedish,year_sold,asking_price,avgift,type,floor,running_costs,year_built,hoa,agent_name,agency
Sundbybergs,Sundbyberg,Trädgårdsgatan,20,Trädgårdsgatan 20B,1,32,2250000,15,juni,2016,1795000,2267,LägenhetLägenhet,NA,3600,1948,Brf Klippan 23, Gabriel Bilir , Svenska Mäklarhuset Sundbyberg 
Nacka,Västra,Ormingeringen,18,Ormingeringen 18,3,70,2250000,15,juni,2016,1995000,3990,LägenhetLägenhet,NA,3000,NA,HSB Smaragden, Alexander Wall , Svensk Fastighetsförmedling Nacka 
Stockholms,Vällingby-Råcksta,Multrågatan,19,Multrågatan 19,3,72.8,2350000,15,juni,2016,2295000,4191,LägenhetLägenhet,NA,3348,1957,Brf Tabulatorn, Tobias Claesson , Svensk Fastighetsförmedling VällingbyHässelbySpånga 
Stockholms,Katarina,Tjärhovsgatan,22,Tjärhovsgatan 22 4tr,1,19,2100000,15,juni,2016,1895000,2128,LägenhetLägenhet,4,1800,1940,Brf Droskhästen 17, Elin Bellander , Svensk Fastighetsförmedling Sthlm Södermalm 
Stockholms,Kungsholmen,Sankt Göransgatan,153,Sankt Göransgatan 153,1,22.5,2350000,14,juni,2016,1895000,1427,LägenhetLägenhet,NA,NA,NA,Bostadsrättsföreningen Tjället 6, Info , Hemverket AB 
Nacka,Nacka,Serenadvägen,3,Serenadvägen 3B,1.5,43.5,2450000,14,juni,2016,2350000,2943,LägenhetLägenhet,NA,4200,2008,HSB Brf Capitolium i Nacka, Kristin Andersson , HusmanHagberg Nacka 
Stockholms,Kungsholmen,Karlsviksgatan,8,Karlsviksgatan 8,1,25,2450000,14,juni,2016,1995000,1198,LägenhetLägenhet,NA,NA,1928,Brf Karlsvik 44, Carina Larsson , SkandiaMäklarna Stockholm Kungsholmen 
Stockholms,Hässelby,Fyrspannsgatan,172,Fyrspannsgatan 172 våning 12,2,35,2350000,14,juni,2016,2350000,1970,LägenhetLägenhet,12,NA,2016,Brf Mälarutsikten, Ulrika Biewald , HusmanHagberg VällingbyHässelbySpånga 
Nacka,Västra,Ornövägen,16,Ornövägen 16 bv,2,61,2100000,14,juni,2016,1890000,3510,LägenhetLägenhet,0,4800,1970,Brf Sockerbiten, Johan Aspenberg , HusmanHagberg Nacka 
Nacka,Västra,Ormingeringen,64,Ormingeringen 64,1.5,37,1850000,14,juni,2016,1695000,2655,LägenhetLägenhet,NA,2904,1969,HSB:s Brf Agaten, Johan Nacka , Svensk Fastighetsförmedling Nacka 
Sundbybergs,Sundbyberg,Fredsgatan,12,Fredsgatan 12A,1.5,38,2450000,13,juni,2016,1995000,2685,LägenhetLägenhet,NA,4200,NA,NA, Johanna Staaf , BOSTHLM Fastighetsmäklare AB 
Stockholms,Beckomberga,Björketorpsvägen,7,Björketorpsvägen 7,2,43,2250000,13,juni,2016,1995000,2544,LägenhetLägenhet,NA,NA,2009,Brf Ängby Backe, emailprotected , Svenska Mäklarhuset Bromma 
Stockholms,Hässelby,Astrakangatan,102,Astrakangatan 102,2,60,1650000,12,juni,2016,1695000,3887,LägenhetLägenhet,NA,2760,1984,Brf Konsolen, Bo Johansson , Länsförsäkringar Fastighetsförmedling Stockholm Vällingby 
Stockholms,Bromma,Almstigen,1,Almstigen 1 2 tr,2,41,2050000,12,juni,2016,1795000,3133,LägenhetLägenhet,2,4720,1944,HSB:s Brf Lödaren, Joel Beckfriis , HusmanHagberg Bromma 
Stockholms,Hässelby,Fyrspannsgatan,177,Fyrspannsgatan 177,2,45,2200000,11,juni,2016,1950000,3350,LägenhetLägenhet,NA,4368,2014,Brf Stationen 1, Eva Nelleus , Länsförsäkringar Fastighetsförmedling Stockholm Vällingby 
Stockholms,Blackeberg,Holbergsgatan,146,Holbergsgatan 146,1,42,2100000,10,juni,2016,1850000,2528,LägenhetLägenhet,NA,3302,1952,HSB Brf Engelsmannen, Isabelle Leontein fd Matsson , Fastighetsbyrån Bromma 
Solna,Råsunda/Vasalund,Råsundavägen,63,Råsundavägen 63 2 vån,2,33,2350000,10,juni,2016,2350000,1866,LägenhetLägenhet,2,9528,1938,NA, Charlotte Tivesjö , SkandiaMäklarna Solna 
Stockholms,Södermalm,Ringvägen,128,Ringvägen 128 5 tr,1,21.5,2300000,10,juni,2016,1995000,1271,LägenhetLägenhet,5,2900,1964,HSBs Brf Masken i Stockholm, Jerry Johnsson , HusmanHagberg SödermalmGamla Stan 
Stockholms,Bromma,Sigrid Undsets gata,30,Sigrid Undsets gata 30B,1.5,33.2,1960000,10,juni,2016,1790000,1666,LägenhetLägenhet,NA,3600,1952,Brf Skärkarlen 6, Andreas Nilsson , Notar 
Nacka,Älta,Vinkelhaksvägen,24,Vinkelhaksvägen 24 1 tr,2,66,2120000,10,juni,2016,1950000,4010,LägenhetLägenhet,1,6624,1993,NA, Rebecca Nowicka , Mäklarhuset Älta 
Stockholms,Årsta,Bråviksvägen,16,Bråviksvägen 16 1 tr,2,52,2400000,9,juni,2016,1995000,3193,LägenhetLägenhet,1,NA,1944,HSB:s Brf Bråviken Nr 138, Erik Warme , Svenskt Mäklarcentrum AB 
Stockholms,Globen,Pelargatan,11,Pelargatan 11 7 tr,1,25,2470000,9,juni,2016,1895000,894,LägenhetLägenhet,7,2400,1942,Brf Kolonnaden nr 3, Isabel Ljungqvist , Notar 
Solna,Hagalund,Hagalundsgatan,14,Hagalundsgatan 14 bv,2,65.5,2100000,9,juni,2016,1850000,3236,LägenhetLägenhet,0,NA,1973,Brf Hagalunden, Olof Petersen , Notar 
Stockholms,Hässelby,Fyrspannsgatan,172,Fyrspannsgatan 172 9 tr,2,34,2025000,9,juni,2016,2025000,1941,LägenhetLägenhet,9,NA,2016,Brf Mälarutsikten, Ulrika Biewald , HusmanHagberg VällingbyHässelbySpånga 
Stockholms,Bromma,Elias Lönnrots väg,27,Elias Lönnrots väg 27 1tr,2,59,2235000,9,juni,2016,2195000,2984,LägenhetLägenhet,1,7488,1952,NA, Cecilia Heikkilä , BOSTHLM Fastighetsmäklare AB 
Nacka,Neglinge,Torsvägen,61,Torsvägen 61C,1.5,43.5,1750000,9,juni,2016,1495000,2728,LägenhetLägenhet,NA,1464,1961,HSB:s Brf Insjön i Nacka, Isabelle Rosing , Svensk Fastighetsförmedling Nacka 
Sundbybergs,Centrala,Råstensgatan,12,Råstensgatan 12,1,31,2250000,8,juni,2016,1950000,2117,LägenhetLägenhet,NA,NA,1946,Brf Runan 4, Ylva Gauffin , Notar 
Stockholms,Hässelby,Hässelby Torg,2,Hässelby Torg 2 2 tr,1,42,1700000,8,juni,2016,1495000,2416,LägenhetLägenhet,2,3300,1956,Hsb Brf Taklisten I Stockholm, Andreas Yacoub , Mäklarringen VällingbyHässelby 
Solna,Hagastaden,Olof af Acrels väg,5,Olof af Acrels väg 5 6tr,1,26,2235000,8,juni,2016,1895000,2003,LägenhetLägenhet,6,NA,1959,Brf Haga 4:39, Olof Petersen , Notar 
Solna,Råsunda/Näckrosen,Näckrosvägen,9,Näckrosvägen 9,1,30,2445000,8,juni,2016,2195000,1808,LägenhetLägenhet,NA,4932,NA,Brf Näckrosen i Solna, Elin Johansson , Notar 
Stockholms,Gröndal,Ekensbergsvägen,118,Ekensbergsvägen 118 3 tr,1,25,2200000,8,juni,2016,1695000,1394,LägenhetLägenhet,3,3240,1947,Brf Råseglet 1, Pontus Wilhede , Svenska Mäklarhuset HägerstenLiljeholmen 
Nacka,Saltsjöbaden,Torggatan,4,Torggatan 4 B,1,44,1530000,8,juni,2016,1295000,2783,LägenhetLägenhet,NA,2544,1972,Brf Tattby 4:1, Rune Granlund , Erik Olsson Fastighetsförmedling 
Nacka,Jarlaberg,Diligensvägen,5,Diligensvägen 5,2,63,2100000,7,juni,2016,2100000,4326,LägenhetLägenhet,NA,3900,1989,HSB:s Brf Tullen 623 i Nacka, Johan Stenis , Fastighetsbyrån Nacka 
Stockholms,Bromma,Flyttblocksvägen,14,Flyttblocksvägen 14,2,61,2285000,7,juni,2016,2175000,4270,LägenhetLägenhet,NA,5100,NA,NA, Agnetha Pettersson , Mäklarhuset BrommaEkerö 
Stockholms,Årsta,Slätbaksvägen,48,Slätbaksvägen 48 2tr,1,42.5,2050000,7,juni,2016,1950000,3352,LägenhetLägenhet,2,2400,NA,Brf Årstaterrassen, Annika Oveby , Notar 
Stockholms,Gärdet,Värtavägen,59,Värtavägen 59 3 tr,1,24,2300000,7,juni,2016,1995000,1331,LägenhetLägenhet,3,NA,1943,Brf Ordonnansen 10, Jonas Persson , Länsförsäkringar Fastighetsförmedling Stockholm Östermalm 
Nacka,Saltängen,Ugglevägen,1,Ugglevägen 1 A,2,53,2400000,7,juni,2016,1895000,4209,LägenhetLägenhet,NA,3600,1941,Brf Nacka-Hus i Ekängen, Ola Niklasson , Länsförsäkringar Fastighetsförmedling Nacka 
Nacka,Orminge,Skarpövägen,3,Skarpövägen 3,3.5,81,2370000,6,juni,2016,2195000,3822,LägenhetLägenhet,NA,4200,1971,Brf Skarpövägen, Henrik Lindkvist , Länsförsäkringar Fastighetsförmedling Nacka 
Nacka,Orminge,Skarpövägen,3,Skarpövägen 3,2,61,1900000,6,juni,2016,1775000,2879,LägenhetLägenhet,NA,3600,1971,Brf Skarpövägen, Michel Adeheimer , Bovida Fastighetsbyrå KB 
Stockholms,Hässelby,Fyrspannsgatan,172,Fyrspannsgatan 172 8 tr,2,34,1975000,4,juni,2016,1975000,1941,LägenhetLägenhet,8,NA,2016,Brf Mälarutsikten, Ulrika Biewald , HusmanHagberg VällingbyHässelbySpånga 
Stockholms,Hässelby,Fyrspannsgatan,172,Fyrspannsgatan 172 9 tr,2,34,2025000,4,juni,2016,2025000,1941,LägenhetLägenhet,9,NA,2016,Brf Mälarutsikten, Ulrika Biewald , HusmanHagberg VällingbyHässelbySpånga 
Stockholms,Hässelby,Fyrspannsgatan,172,Fyrspannsgatan 172 8 tr,2,34,1975000,4,juni,2016,1975000,1941,LägenhetLägenhet,8,NA,2016,Brf Mälarutsikten, Ulrika Biewald , HusmanHagberg VällingbyHässelbySpånga 
Stockholms,Hässelby,Fyrspannsgatan,172,Fyrspannsgatan 172 8 tr,2,35,2100000,4,juni,2016,2100000,1970,LägenhetLägenhet,8,NA,2016,Brf Mälarutsikten, Ulrika Biewald , HusmanHagberg VällingbyHässelbySpånga 
Solna,Centrala,Centralvägen,15,Centralvägen 15,1,19,2000000,3,juni,2016,2000000,827,LägenhetLägenhet,NA,2800,1954,Brf Diamanten, Daniel Lof , Fastighetsbyrån Solna 
Stockholms,Årsta,Borensvägen,40,Borensvägen 40 1tr,2,40,2350000,3,juni,2016,2380000,2957,LägenhetLägenhet,1,3600,1945,Brf Boren 3, Michel Warnie , Fastighetsbyrån Årsta 
Stockholms,Årsta,Slätbaksvägen,30,Slätbaksvägen 30 3 tr,2,42.5,2340000,3,juni,2016,2295000,3489,LägenhetLägenhet,3,4560,NA,Brf Årstaterrassen, Maria Ragnarsson , Notar 
Stockholms,Vällingby,Duvedsvägen,15,Duvedsvägen 15,1,35,1960000,3,juni,2016,1595000,2226,LägenhetLägenhet,NA,NA,1955,NA, Jannike Swacke , Mäklarhuset VällingbyHässelby 
Nacka,Jarlaberg,Diligensvägen,65,Diligensvägen 65,2,63,2350000,3,juni,2016,2350000,4742,LägenhetLägenhet,NA,4000,1989,Hsb Brf Fjädern Nr 622 I Nacka, Kristin Andersson , HusmanHagberg Nacka 
Nacka,Nacka,Per Hallströms väg,10,Per Hallströms väg 10,1.5,32,2100000,3,juni,2016,1995000,2422,LägenhetLägenhet,NA,4908,NA,HSB:s Brf Skvaltan, Tobias Aasa , Svensk Fastighetsförmedling Nacka 
Stockholms,Bromma-Blackeberg,Björnsonsgatan,58,Björnsonsgatan 58,2,49,2000000,2,juni,2016,1975000,3076,LägenhetLägenhet,NA,4476,2006,NA, Johan Sionas , Mäklarhuset BrommaEkerö 
Nacka,Ektorp,Edinsvägen,11,Edinsvägen 11 7tr,1,29.5,1810000,2,juni,2016,1495000,1882,LägenhetLägenhet,7,3000,1961,HSB:s Brf Tallmohöjden, Henrik Norberg , Notar 
Solna,Hagalund,Hagalundsgatan,8,Hagalundsgatan 8 4tr,2,59,2420000,2,juni,2016,2195000,2915,LägenhetLägenhet,4,NA,1973,Brf Hagalunden, Olof Petersen , Notar 
Nacka,Västra,Skarpövägen,19,Skarpövägen 19,3,61,2105000,2,juni,2016,1695000,2879,LägenhetLägenhet,NA,5904,1971,Skarpövägen, Caroline Hedin fd Baarsen , Svensk Fastighetsförmedling Nacka 
Stockholms,Lilla,Strålgatan,21,Strålgatan 21,1,28,2500000,1,juni,2016,1995000,2051,LägenhetLägenhet,NA,4400,1939,Brf Strålgatan 21-23, Erica Holmberg , Fastighetsbyrån Bromma 
Stockholms,Vasastan,Roslagsgatan,54,Roslagsgatan 54 4 tr,1,23,2400000,1,juni,2016,2400000,1491,LägenhetLägenhet,4,4500,1905,NA, emailprotected , Fastighetsmäklarna 
Nacka,Ektorp,Edinsvägen,1,Edinsvägen 1 9 tr,1,28,1640000,1,juni,2016,1495000,1643,LägenhetLägenhet,9,NA,NA,Brf Skogshöjden i Nacka, Filip Tentak , Notar 
Stockholms,Vällingby,Multrågatan,21,Multrågatan 21 9 tr,3,72.8,2500000,1,juni,2016,2495000,4109,LägenhetLägenhet,9,4900,1958,BRF Tabulatorn, Andreas Yacoub , Mäklarringen VällingbyHässelby 
Stockholms,Bromma,Björnsonsgatan,138,Björnsonsgatan 138,1,31,2100000,1,juni,2016,1795000,1554,LägenhetLägenhet,NA,3300,1952,Brf Norrmannen, Carlstedt , HusmanHagberg Bromma 
Sundbybergs,Centrala,Mariagatan,8,Mariagatan 8 A 1 tr,1,42,2460000,1,juni,2016,1995000,2291,LägenhetLägenhet,1,5100,1930,Brf Mariahöjden, Robert Solna , Svensk Fastighetsförmedling Sundbyberg 
Stockholms,Vällingby,Vittangigatan,16,Vittangigatan 16,2,58,2075000,31,maj,2016,1975000,3358,LägenhetLägenhet,NA,7452,1953,NA, Johan Sionas , Mäklarhuset VällingbyHässelby 
Nacka,Finntorp,Finntorpsvägen,3,Finntorpsvägen 3 4tr,1,18,1650000,31,maj,2016,1495000,1204,LägenhetLägenhet,4,1512,NA,Brf Bergängen i Nacka, Carina Norrbom , SkandiaMäklarna Nacka 
Nacka,Saltängen,Beckasinvägen,45,Beckasinvägen 45 B,1.5,27.5,2140000,31,maj,2016,1495000,1609,LägenhetLägenhet,NA,NA,1952,Brf Bostaden HSB, Carina Norrbom , SkandiaMäklarna Nacka 
Sundbybergs,Sundbyberg,Brunnsgatan,2,Brunnsgatan 2B vån 2,1,24,2125000,31,maj,2016,1650000,1696,LägenhetLägenhet,2,4300,1944,Brf Brunnsgatan 2, Josephine Kvist , Svenska Mäklarhuset Sundbyberg 
Sundbybergs,Sundbyberg,Humblegatan,18,Humblegatan 18B,1,26,2058000,31,maj,2016,1550000,1807,LägenhetLägenhet,NA,3600,1942,Brf Barnrike, Josephine Kvist , Svenska Mäklarhuset Sundbyberg 
Stockholms,Vällingby,Vittangigatan,20,Vittangigatan 20 1 tr,1,34,1975000,31,maj,2016,1750000,2071,LägenhetLägenhet,1,2780,1953,Brf Ritlaget 3, Emelie Lagerqvist , HusmanHagberg VällingbyHässelbySpånga 
Stockholms,Traneberg,Tranebergsvägen,46,Tranebergsvägen 46,1,41,2400000,31,maj,2016,2295000,1786,LägenhetLägenhet,NA,5400,1934,Brf Omberg 5, Rune Granlund , Erik Olsson Fastighetsförmedling 
Stockholms,Bromma,Arvid Mörnes väg,60,Arvid Mörnes väg 60,1,30,2000000,31,maj,2016,1645000,1848,LägenhetLägenhet,NA,3400,1952,Brf Kinesen 1, Daniel Fredricson , MOHV Stockholm AB 
Stockholms,Årsta,Åmänningevägen,11,Åmänningevägen 11,1.5,42.5,2000000,31,maj,2016,1995000,3736,LägenhetLägenhet,NA,1800,1996,Brf Åmänningen, Sanne Holgersson , HusmanHagberg Enskede 
Solna,Hagalund,Kyrkbacken,20,Kyrkbacken 20,2,48,2450000,30,maj,2016,2195000,2947,LägenhetLägenhet,NA,NA,1973,Brf Kyrkbacken i Solna, Yassin Mermer , Fastighetsbyrån Solna 
Stockholms,Traneberg,Sulitelmavägen,12,Sulitelmavägen 12,2,30,2210000,30,maj,2016,1795000,1964,LägenhetLägenhet,NA,3504,1945,Brf Tomtelyckan, Rune Granlund , Erik Olsson Fastighetsförmedling 
Stockholms,Vällingby,Rabattvägen,40,Rabattvägen 40,2,34,1950000,30,maj,2016,1695000,2664,LägenhetLägenhet,NA,4200,2014,Brf Trädgården, Isak Oddsson , Notar 
Nacka,Saltängen,Ugglevägen,9,Ugglevägen 9B,2,38.3,2260000,30,maj,2016,1895000,3368,LägenhetLägenhet,NA,NA,1941,Brf Nackahus Ekängen, Mikaela Källroos , Notar 
Stockholms,Årsta,Rämensvägen,7,Rämensvägen 7,1,32.5,2050000,30,maj,2016,1800000,2167,LägenhetLägenhet,NA,3000,1945,RB Brf Stockholmshus 10, Lisa Lindberg , Svensk Fastighetsförmedling Årsta 
Nacka,Västra,Ormingeringen,74,Ormingeringen 74,1.5,37,1695000,27,maj,2016,1695000,2655,LägenhetLägenhet,NA,3984,1970,HSB:s Brf Agaten, Daniel Eriksson , Fastighetsbyrån Nacka 
Nacka,Henriksdalsberget,Henriksdalsringen,119,Henriksdalsringen 119 7tr,1,40,2100000,27,maj,2016,1890000,2291,LägenhetLägenhet,7,6440,1969,Brf Svindersvik, Johan Stenis , Fastighetsbyrån Nacka 
Solna,Gamla,Råsundavägen,134,Råsundavägen 134 5 tr,1,24,2100000,27,maj,2016,1795000,2027,LägenhetLägenhet,5,3920,1951,Brf Polyporus, Kamjar Shahi , HusmanHagberg SolnaSundbyberg 
Nacka,Orminge,Ormingeringen,56,Ormingeringen 56C,3,60,1850000,27,maj,2016,1850000,3786,LägenhetLägenhet,NA,5424,1969,Brf Turkosen, emailprotected , Bjurfors Nacka 
Nacka,Saltsjöbaden,Vinterbrinksvägen,15,Vinterbrinksvägen 15,2,68,2100000,27,maj,2016,1975000,3692,LägenhetLägenhet,NA,3000,NA,NA, Bore Måsén , ERA Mäklargruppen NackaVärmdö 
Nacka,Västra,Ormingeringen,80,Ormingeringen 80 3tr,3,61,2060000,27,maj,2016,1745000,4131,LägenhetLägenhet,3,NA,NA,HSB Brf Agaten i Nacka, Filip Tentak , Notar 
Stockholms,Stockholms,Vitalisvägen,6,Vitalisvägen 6 1tr,1,27,2430000,27,maj,2016,2500000,1623,LägenhetLägenhet,1,7176,NA,HSB:s Brf Fredhäll, Josef Hallstrom , Notar 
Stockholms,Södermalm,Ringvägen,127,Ringvägen 127A 2tr,1,22,2350000,27,maj,2016,1950000,869,LägenhetLägenhet,2,4800,1929,Brf Kolonnen 4, emailprotected , Bjurfors Södermalm 
Stockholms,Södermalm/Danviksklippan,Hästholmsvägen,10,Hästholmsvägen 10 1 tr,1,23,2425000,27,maj,2016,1895000,1096,LägenhetLägenhet,1,4800,1945,Brf Klippan 10, Michaela Nordström , Södermäklarna 
Solna,Gamla,Storgatan,29,Storgatan 29A 2 tr,1,42,2250000,27,maj,2016,2250000,2432,LägenhetLägenhet,2,NA,1948,Spettet 3, Marcus Lowenhoff , Länsförsäkringar Fastighetsförmedling Solna 
Stockholms,Årsta,Sandfjärdsgatan,104,Sandfjärdsgatan 104 2 tr,2,59,2470000,27,maj,2016,2250000,3227,LägenhetLägenhet,2,5580,1960,Riksbyggens Brf Mysslingen, Rolf Herke , Svenskt Mäklarcentrum AB 
Sundbybergs,Rissne,Mjölnerbacken,76,Mjölnerbacken 76 4 tr,2,53,2500000,27,maj,2016,1995000,2634,LägenhetLägenhet,4,5760,1986,Brf. Palett, John Nilsson , HusmanHagberg SolnaSundbyberg 
Stockholms,Gröndal,Ekensbergsvägen,40,Ekensbergsvägen 40,1,28,2250000,27,maj,2016,1895000,2409,LägenhetLägenhet,NA,4200,1957,Brf Bottenstocken 10, Daniel Bjorklund , Södermäklarna 
Stockholms,Årsta,Ralångsvägen,10,Ralångsvägen 10,1,37,2200000,27,maj,2016,1800000,2141,LägenhetLägenhet,NA,4200,1944,Brf Flåren, Bjorn Olsson , Svensk Fastighetsförmedling Årsta 
Nacka,Saltängen,Beckasinvägen,35,Beckasinvägen 35,1.5,39,2100000,26,maj,2016,1790000,2383,LägenhetLägenhet,NA,NA,1956,HSB:s Brf Skurusund i Nacka, Angelica Gedlund , Fastighetsbyrån Nacka 
Nacka,Saltängen,Ugglevägen,13,Ugglevägen 13 B,2,53,2400000,26,maj,2016,1950000,4209,LägenhetLägenhet,NA,6000,1941,Brf Nacka Hus i Ekängen, Stefan Dockberg , Fastighetsbyrån Nacka 
Stockholms,Kungsholmen,Alströmergatan,49,Alströmergatan 49,1,25,2310000,26,maj,2016,1995000,1886,LägenhetLägenhet,NA,NA,NA,Brf Alströmergatan 49, Info , Hemverket AB 
Stockholms,Hässelby,Astrakangatan,4,Astrakangatan 4 4 tr,4,88,2450000,26,maj,2016,2195000,4841,LägenhetLägenhet,4,4600,1956,Hsb Brf Taklisten I Stockholm, Andreas Yacoub , Mäklarringen VällingbyHässelby 
Solna,Hagalund,Hagalundsgatan,12,Hagalundsgatan 12,3,67,2490000,26,maj,2016,2490000,3310,LägenhetLägenhet,NA,6264,1972,NA, Christer Grundstrom , ERA EnskedeFarsta kontoret 
Stockholms,Aspudden,Hägerstensvägen,146,Hägerstensvägen 146,2,53,2430000,26,maj,2016,2495000,2802,LägenhetLägenhet,NA,5784,1943,NA, Ylva Barrné , Hägerstens Mäklare 
Stockholms,Hässelby,Maltesholmsvägen,154,Maltesholmsvägen 154 1tr,3,87,2495000,26,maj,2016,2495000,4614,LägenhetLägenhet,1,NA,1957,Brf Maltesholm, Ulrika Biewald , HusmanHagberg VällingbyHässelbySpånga 
Stockholms,Gullmarsplan/Johanneshov,Gullmarsvägen,8,Gullmarsvägen 8,1,24,2350000,26,maj,2016,1995000,1527,LägenhetLägenhet,NA,4100,1945,Brf Pennteckningen 1, Patrik Borin , HusmanHagberg Enskede 
Stockholms,Bromma,Björnsonsgatan,329,Björnsonsgatan 329,2,35,2350000,26,maj,2016,1795000,2722,LägenhetLägenhet,NA,NA,1996,HSB:s Brf Rospiggen 294, Carlstedt , HusmanHagberg Bromma 
Stockholms,Katarina/Sofia,Rutger Fuchsgatan,9,Rutger Fuchsgatan 9 3 tr,1,31,2500000,26,maj,2016,2195000,1911,LägenhetLägenhet,3,NA,1947,Brf Södersol, Magnus Jonsson , Notar 
Nacka,Saltängen,Ugglevägen,13,Ugglevägen 13B 3tr,2,53,2425000,26,maj,2016,2200000,4209,LägenhetLägenhet,3,4200,1941,Brf Nacka-Hus i Ekängen, Mikaela Bogestedt , Södermäklarna 
Stockholms,Bromma,Björnsonsgatan,128,Björnsonsgatan 128,2,59,2400000,26,maj,2016,2290000,3084,LägenhetLägenhet,NA,6096,1952,Brf Norrmannen 2, Sara Sällström , Notar 
Solna,Järvastaden,Dammtorps Allé,11,Dammtorps Allé 11 vån 4,1.5,38,2425000,26,maj,2016,2425000,2459,LägenhetLägenhet,4,5400,NA,Brf Liljekonvaljen i Järvastaden, Ferhat Can , Notar 
Nacka,Saltsjöbaden,Sturevägen,1,Sturevägen 1C,3,67.5,2310000,26,maj,2016,2095000,3505,LägenhetLägenhet,NA,4400,1959,Brf Inkvarteringen i Nacka, Tommie Tiberg , Mäklarringen Nacka 
Stockholms,Årsta,Rämensvägen,2,Rämensvägen 2 1tr,2,56.5,2500000,25,maj,2016,2500000,3755,LägenhetLägenhet,1,4500,1945,Riksbyggen Brf Stockholmshus nr 10, Michel Warnie , Fastighetsbyrån Årsta 
Nacka,Skogalundsklippan,Skogalundsklippan,13,Skogalundsklippan 13,2,56.5,2190000,25,maj,2016,1995000,3873,LägenhetLägenhet,NA,NA,1985,Brf Skogalundsklippan, Johan Sorman , Fastighetsbyrån Nacka 
Stockholms,Traneberg,Kinnekullevägen,32,Kinnekullevägen 32,1.5,38,2460000,25,maj,2016,2095000,2939,LägenhetLägenhet,NA,NA,1938,Brf Billingen 1, Caroline Sjöblom , Fastighetsbyrån Bromma 
Stockholms,Söderberga,Söderberga allé,31,Söderberga allé 31,2,39,2150000,25,maj,2016,1495000,2984,LägenhetLägenhet,NA,5300,1999,Brf Söderberga Allé, Emelie Flat , Fastighetsbyrån Bromma 
Stockholms,Abrahamsberg,Grundläggarvägen,35,Grundläggarvägen 35,2,41,2500000,25,maj,2016,2195000,2506,LägenhetLägenhet,NA,5600,1939,Brf Psalmboken 6, Johanna Stigen , Fastighetsbyrån Bromma 
Stockholms,Bromma,Bårdgränd,14,Bårdgränd 14 2 tr,1,28,1985000,25,maj,2016,1495000,2105,LägenhetLägenhet,2,7116,1945,Brf Knypplerskan 4, Joel Beckfriis , HusmanHagberg Bromma 
Stockholms,Vällingby,Nickelgränd,14,Nickelgränd 14,2,64,2040000,25,maj,2016,1995000,4945,LägenhetLägenhet,NA,NA,1998,NA, Jannike Swacke , Mäklarhuset VällingbyHässelby 
Nacka,Västra,Utövägen,24,Utövägen 24 1 tr,4,93,2500000,25,maj,2016,2595000,4897,LägenhetLägenhet,1,NA,1967,NA, Robert Blomster , Mäklarhuset BrommaEkerö 
Stockholms,Årsta,Eklångsvägen,24,Eklångsvägen 24,2,43.5,2340000,25,maj,2016,2250000,2539,LägenhetLägenhet,NA,NA,NA,NA, Erik Akerberg , Mäklarhuset Enskede 
Stockholms,Beckomberga,Bäckbornas väg,11,Bäckbornas väg 11 2tr,2,58.5,2120000,25,maj,2016,2120000,3962,LägenhetLägenhet,2,4740,1992,Österbäcken, Robin Bäckström , Länsförsäkringar Fastighetsförmedling Stockholm Bromma 
Stockholms,Hjorthagen,Artemisgatan,13,Artemisgatan 13 2tr,1,24,2450000,25,maj,2016,1695000,1429,LägenhetLägenhet,2,4476,1952,Brf Friskytten, Kristina Wiig , Notar 
Stockholms,Bromma,Sigrid Undsets gata,30,Sigrid Undsets gata 30D,1.5,33.1,2220000,25,maj,2016,1690000,1661,LägenhetLägenhet,NA,3600,1952,Brf Skärkarlen 6, Andreas Nilsson , Notar 
Stockholms,Bromma,Snörmakarvägen,15,Snörmakarvägen 15,2,42,2000000,25,maj,2016,1995000,3750,LägenhetLägenhet,NA,4020,1942,Brf Väverskan 8, Julia Hast , Notar 
Stockholms,Bromma,Snörmakarvägen,14,Snörmakarvägen 14,2,42,2320000,25,maj,2016,1995000,3384,LägenhetLägenhet,NA,5400,1942,Brf Monogrammet, Julia Hast , Notar 
Solna,Hagastaden/Karolinska,Fogdevreten,8,Fogdevreten 8,1,34,2175000,25,maj,2016,1895000,2150,LägenhetLägenhet,NA,2400,1972,Brf Tomteboda 1 i Solna, Jacob Persson , SkandiaMäklarna Solna 
Stockholms,Södermalm,Eriksdalsgatan,17,Eriksdalsgatan 17 3tr,1,25,2500000,25,maj,2016,1995000,1535,LägenhetLägenhet,3,2400,1938,HSB:s Brf Axet i Stockholm, Jonas Hansson , Södermäklarna 
Stockholms,Hässelby,Mirabellbacken,11,Mirabellbacken 11,2,58,2310000,25,maj,2016,1995000,3419,LägenhetLägenhet,NA,3600,NA,Mirabellen, Tobias Claesson , Svensk Fastighetsförmedling VällingbyHässelbySpånga 
Stockholms,Vällingby,Vittangigatan,3,Vittangigatan 3 3 tr,2,58,2100000,24,maj,2016,1795000,3273,LägenhetLägenhet,3,4500,NA,Brf: Fyrfärgspennan 1, Patrik Malmgren , Fastighetsbyrån Vällingby 
