city,area,street,street_number,address,rooms,kvm,price,day_of_month_sold,month_sold_swedish,year_sold,asking_price,avgift,type,floor,running_costs,year_built,hoa,agent_name,agency
Stockholms,Södermalm,Folkskolegatan,12,Folkskolegatan 12 5 tr,1,17,2500000,25,april,2018,1995000,1583,LägenhetLägenhet,5,3600,1929,NA, Ylva Ekelund , Nestor Fastighetsmäkleri 
Sundbybergs,Rissne,Lavettvägen,41,Lavettvägen 41 2 tr,2,65.5,2200000,25,april,2018,2195000,3579,LägenhetLägenhet,2,6000,1983,Brf Lavetten Örnen, Natalie Lundell , SkandiaMäklarna Sundbyberg 
Solna,Bergshamra,Järvstigen,7,Järvstigen 7,1,32,2320000,25,april,2018,1895000,1472,LägenhetLägenhet,NA,4000,1960,Brf Bjärven, CarlHenrik Bergroth , Erik Olsson Fastighetsförmedling 
Stockholms,Bromma,Gubbkärrsvägen,29,Gubbkärrsvägen 29Q,1,43,2130000,25,april,2018,1750000,2787,LägenhetLägenhet,NA,3400,1951,Brf Koppartältet, Noomi Unéus , Svenska Mäklarhuset Bromma 
Nacka,Västra,Ormingeringen,65,Ormingeringen 65,2,61,2000000,25,april,2018,1850000,3801,LägenhetLägenhet,NA,3000,1969,Agaten Brf, Jesper Lindgren , Svenska Mäklarhuset Nacka 
Stockholms,Blackeberg,Wergelandsgatan,46,Wergelandsgatan 46 P,1,32,1830000,25,april,2018,1830000,2350,LägenhetLägenhet,NA,7800,2018,Brf Loftet, Jonas Wallin , Svenska Mäklargruppen 
Sundbybergs,Hallonbergen,Lötsjövägen,37,Lötsjövägen 37,2,68.8,2075000,24,april,2018,1995000,3095,LägenhetLägenhet,NA,2000,1972,Brf Terränglöparen 9, Jessica Toubal , Fastighetsbyrån Sundbyberg 
Stockholms,Hässelby,Astrakangatan,101,Astrakangatan 101 15 Tr,3,70,2300000,24,april,2018,1795000,4423,LägenhetLägenhet,NA,4300,1955,Brf: Tempelekot i Stockholm, Rambod Panjaki , Fastighetsbyrån Hässelby 
Stockholms,Vällingby,Ångermannagatan,164,Ångermannagatan 164 vån 5,1.5,36,1950000,24,april,2018,1495000,2283,LägenhetLägenhet,5,4200,1954,Brf: HSB Ritstiftet, Yosef J Lahlou , Fastighetsbyrån Vällingby 
Nacka,Saltängen,Beckasinvägen,35,Beckasinvägen 35,1,39,2100000,24,april,2018,1850000,2383,LägenhetLägenhet,NA,2700,1956,HSB:s Brf Skurusund i Nacka, Emma Strindin , Fastighetsbyrån Nacka 
Stockholms,Bromma/Traneberg,Ödmårdsvägen,7,Ödmårdsvägen 7,2,39,2370000,24,april,2018,1995000,2895,LägenhetLägenhet,NA,4440,1940,Brf Ödmården, Robin Bäckström , Länsförsäkringar Fastighetsförmedling Stockholm Bromma 
Stockholms,Bromma,Bårdgränd,10,Bårdgränd 10,3,49,2500000,24,april,2018,2500000,3290,LägenhetLägenhet,NA,5316,1945,Brf Knypplerskan 4, Julia Hast , Notar 
Stockholms,Hässelby,Mirabellbacken,12,Mirabellbacken 12,3,74,2000000,24,april,2018,2195000,4265,LägenhetLägenhet,NA,4700,1957,Mirabellen, Sandra Liedberg , HusmanHagberg VällingbyHässelbySpånga 
Stockholms,Traneberg,Mössebergsvägen,9,Mössebergsvägen 9,2,37,2475000,24,april,2018,2395000,2580,LägenhetLägenhet,NA,NA,1938,Brf Högklippan 9, emailprotected , Svenska Mäklarhuset Bromma 
Stockholms,Bromma,Björketorpsvägen,11,Björketorpsvägen 11,1,28,1875000,24,april,2018,1900000,1850,LägenhetLägenhet,NA,4250,1967,Brf Långskeppet, Niklas Bergsten , HusmanHagberg Bromma 
Nacka,Ljuskärrsberget,Ljuskärrsvägen,10,Ljuskärrsvägen 10,2,63.3,2300000,24,april,2018,1995000,3538,LägenhetLägenhet,NA,10500,1971,Brf Ljuskärrsberget 1, Alexander Wall , Svensk Fastighetsförmedling Nacka 
Sundbybergs,Hallonbergen,Hallonbergsplan,2,Hallonbergsplan 2 6tr,2,49.5,2340000,23,april,2018,2250000,1990,LägenhetLägenhet,6,NA,1972,Brf Kompassen 1, Aras Ismail , Notar 
Stockholms,Bromma,Söderberga Allé,31,Söderberga Allé 31,2,39,1830000,23,april,2018,1795000,2835,LägenhetLägenhet,NA,5520,1999,Brf Söderberga Allé, Robin Bäckström , Länsförsäkringar Fastighetsförmedling Stockholm Bromma 
Sundbybergs,Sundbybergs,Trädgårdsgatan,23,Trädgårdsgatan 23,1,27,2275000,23,april,2018,2275000,1508,LägenhetLägenhet,NA,NA,1960,Brf Sjöboden, Jessica Eklöf , SkandiaMäklarna Sundbyberg 
Nacka,Saltsjöbaden,Sturevägen,10,Sturevägen 10 B,1,37,1595000,23,april,2018,1595000,2319,LägenhetLägenhet,NA,5276,1967,HSB brf Isänkan, Tommie Tiberg , Mäklarringen Nacka 
Solna,Huvudsta,Oskarsrogatan,5,Oskarsrogatan 5 2 tr,2,67.5,1995000,23,april,2018,1995000,4902,LägenhetLägenhet,2,NA,1987,Brf Kranen 1 i Solna, Patrik Barej , HusmanHagberg SolnaSundbyberg 
Nacka,Ektorp,Edinsvägen,12,Edinsvägen 12,2,58,2200000,23,april,2018,1995000,3896,LägenhetLägenhet,NA,4572,NA,HSB:s Brf Tallmohöjden, Louise Samsioe , Svensk Fastighetsförmedling Nacka 
Solna,Råsunda,Klövervägen,3,Klövervägen 3,1,24,2315000,21,april,2018,2450000,1395,LägenhetLägenhet,NA,2700,1944,BRF Sladden 5 & 6, Danial Gandomani , Fastighetsbyrån Solna 
Stockholms,Globen/Johanneshov,Pastellvägen,11,Pastellvägen 11 2 tr,1,33,2460000,21,april,2018,2250000,1940,LägenhetLägenhet,2,6600,1943,Brf Skärmarbrink nr 2, Saki Carapanos , Södermäklarna 
Nacka,Västra,Skarpövägen,25,Skarpövägen 25,3,61,1700000,20,april,2018,1750000,4350,LägenhetLägenhet,NA,4690,1970,Brf Skarpöhöjden, Daniel Eriksson , Fastighetsbyrån Nacka 
Sundbybergs,Sundbyberg,Kyrkogatan,7,Kyrkogatan 7,1.5,38,2300000,20,april,2018,2200000,1926,LägenhetLägenhet,NA,3000,1964,NA, Göran Pagrot , ERA Storstad 
Stockholms,Hässelby,Enspännargatan,12,Enspännargatan 12A 5 tr 1501,1,33,1745000,20,april,2018,1745000,1994,LägenhetLägenhet,NA,2640,2017,NA, Robert Blomster , Mäklarhuset VällingbyHässelby 
Stockholms,Hässelby,Blomsterkungsvägen,116,Blomsterkungsvägen 116,2,45.8,1995000,20,april,2018,1995000,2210,LägenhetLägenhet,NA,4740,2019,Brf Kronbladet 1, Joel Wikström , HusmanHagberg VällingbyHässelbySpånga 
Stockholms,Hässelby,Melongatan,12,Melongatan 12,2,52,2000000,20,april,2018,1950000,3045,LägenhetLägenhet,NA,5040,2012,Brf Sydfrukten, Johanna Eriksson , Bjurfors VällingbyHässelby 
Stockholms,Bromma,Björketorpsvägen,13,Björketorpsvägen 13,1,28,1905000,20,april,2018,1690000,1850,LägenhetLägenhet,NA,4548,1967,Brf Långskeppet, Niklas Bergsten , HusmanHagberg Bromma 
Sundbybergs,Ursvik,Ursviksvägen,111,Ursviksvägen 111 A,1,38,2100000,20,april,2018,1695000,2595,LägenhetLägenhet,NA,5200,1945,Brf Hallonet 2 & 3, Theo Karantonio , Erik Olsson Fastighetsförmedling 
Stockholms,Gröndal,Sjöbjörnsvägen,8,Sjöbjörnsvägen 8 1 tr,1,30,2410000,20,april,2018,2410000,1888,LägenhetLägenhet,1,4200,NA,NA, Anna Skjulstad , BOSTHLM Fastighetsmäklare AB 
Stockholms,Bromma,Söderberga allé,54,Söderberga allé 54 1 tr,2,74,1920000,20,april,2018,1695000,4141,LägenhetLägenhet,1,4680,NA,NA, Micaela Rebel , Mäklarhuset VällingbyHässelby 
Stockholms,Bromma,Fredrikslundsvägen,3,Fredrikslundsvägen 3,2,44,2450000,19,april,2018,2475000,2878,LägenhetLägenhet,NA,4200,1943,NA, Christina Björkholmen , Mäklarhuset Stockholm Innerstan 
Solna,Råsunda,Råsundavägen,45,Råsundavägen 45 1tr,2,36.7,2500000,19,april,2018,2195000,1712,LägenhetLägenhet,1,2400,1939,Brf Sladden 4 & 7, Farzad Nourozian , Notar 
Stockholms,Bromma,Ståltrådsvägen,40,Ståltrådsvägen 40,2,45.3,2300000,19,april,2018,1995000,2222,LägenhetLägenhet,NA,5004,NA,Brf Järnheden, Julia Hast , Notar 
Stockholms,Blackeberg,Holbergsgatan,90,Holbergsgatan 90,2,49,2300000,19,april,2018,1995000,3076,LägenhetLägenhet,NA,6000,2005,NA, Per Lindblad , Fastighetsmäklarna 
Nacka,Östra,Storholmsvägen,98,Storholmsvägen 98,2,64.5,2200000,19,april,2018,1995000,3652,LägenhetLägenhet,NA,5501,1980,Hsb Brf Östan I Nacka, Anki Vistam , HusmanHagberg Nacka 
Stockholms,Årsta,Sandfjärdsgatan,33,Sandfjärdsgatan 33,1,27,1930000,19,april,2018,1895000,1891,LägenhetLägenhet,NA,2400,1961,BRF Björklången i Stockholm, Urban Myrberg , Boarea fastighetsmäklare 
Stockholms,Kungsholmen,Alströmergatan,32,Alströmergatan 32D,1,23,2400000,19,april,2018,2195000,1111,LägenhetLägenhet,NA,2400,1929,NA, Alexander König , ERA Bostad Sthlm 
Stockholms,Årsta,Sandfjärdsgatan,120,Sandfjärdsgatan 120 2 tr,3,75.5,2500000,18,april,2018,2475000,4068,LägenhetLägenhet,2,4200,1960,Riksbyggen Brf Mysslingen, Marie Redén , Fastighetsbyrån Årsta 
Stockholms,Vällingby,Abiskovägen,6,Abiskovägen 6,3,76,2300000,18,april,2018,2395000,3887,LägenhetLägenhet,NA,4800,1955,Kapprocken, Jonni Svensson , Svensk Fastighetsförmedling VällingbyHässelbySpånga 
Stockholms,Södermalm-,Slipgatan,11,Slipgatan 11 4tr,1,24,2485000,18,april,2018,2150000,1665,LägenhetLägenhet,4,3700,1939,NA, Magnus Weideskog , Tradition Fastighetsmäkleri 
Nacka,Finntorp,Becksjudarvägen,51,Becksjudarvägen 51,2,59,2350000,18,april,2018,2395000,3480,LägenhetLägenhet,NA,3360,NA,NA, Martin Tillberg , Mäklarhuset Nacka 
Solna,Huvudsta,Jungfrudansen,5,Jungfrudansen 5 vån 3,1.5,41,2420000,18,april,2018,1995000,2372,LägenhetLägenhet,3,NA,NA,Brf Jungfrudansen 1, Marcus Löwenhoff , Länsförsäkringar Fastighetsförmedling Solna 
Sundbybergs,Sundbyberg/Ursvik,Marieborgsgatan,67,Marieborgsgatan 67,1.5,37,1950000,18,april,2018,1995000,2670,LägenhetLägenhet,NA,NA,2014,Brf Ursviks Holme, Ferhat Can , Länsförsäkringar Fastighetsförmedling Solna 
Sundbybergs,Ursvik,Gamla Enköpingsvägen ,152,Gamla Enköpingsvägen  152,2,44.5,2100000,18,april,2018,2100000,2786,LägenhetLägenhet,NA,5000,2016,HSB Brf Fanfaren, Alexander Yavar , Erik Olsson Fastighetsförmedling 
Stockholms,Hässelby,Hässelby Torg,2,Hässelby Torg 2 3 tr,1,42,1605000,18,april,2018,1495000,2549,LägenhetLägenhet,3,3700,1956,Hsb Brf Taklisten I Stockholm, Andreas Yacoub , Mäklarringen VällingbyHässelby 
Stockholms,Vasastan,Frejgatan,54,Frejgatan 54 A 1 tr,1,17,2325000,18,april,2018,1995000,838,LägenhetLägenhet,1,NA,1904,BF nr 3 kvarteret Valkyrian upa, Tina Berlin , HusmanHagberg Vasastan 
Solna,Råsunda,Södra Långgatan,32,Södra Långgatan 32,1,41,2500000,18,april,2018,2515000,2174,LägenhetLägenhet,NA,4350,1932,Brf Plogen 17, Patrick Haataja , Erik Olsson Fastighetsförmedling 
Nacka,Ektorp,Ugglevägen,17,Ugglevägen 17 A 2 tr,1.5,38,2390000,18,april,2018,1995000,2494,LägenhetLägenhet,2,3232,1946,Brf Nacka Hus nr 2 i Ekängen, Emma Bivstedt , HusmanHagberg Nacka 
Stockholms,Årsta,Bråviksvägen,14,Bråviksvägen 14,2,40,2495000,18,april,2018,2225000,2873,LägenhetLägenhet,NA,3600,1944,HSB:s brf Bråviken 138, Jimmy Rossetti , Svensk Fastighetsförmedling Årsta 
Solna,Huvudsta,Bygatan,3,Bygatan 3,1,48,2400000,17,april,2018,2400000,2376,LägenhetLägenhet,NA,3200,NA,BRF Bygatan, Danial Gandomani , Fastighetsbyrån Solna 
Stockholms,Vällingby,Multrågatan,19,Multrågatan 19 6tr,3,72.8,2350000,17,april,2018,1995000,4191,LägenhetLägenhet,6,4200,1958,Brf: Tabulatorn, Yosef J Lahlou , Fastighetsbyrån Vällingby 
Sundbybergs,Sundbyberg,Mjölnerbacken,12,Mjölnerbacken 12,2,53,2120000,17,april,2018,1995000,2426,LägenhetLägenhet,NA,NA,1985,Brf Vikingen 2, Michelle Colegate , Notar 
Sundbybergs,Rissne,Lavettvägen,43,Lavettvägen 43 BV,2,61,2315000,17,april,2018,2315000,3369,LägenhetLägenhet,NA,2400,1983,Brf Lavetten Örnen, Natalie Lundell , SkandiaMäklarna Sundbyberg 
Sundbybergs,Sundbybergs,Mjölnerbacken,61,Mjölnerbacken 61 1 tr,3,72,2400000,17,april,2018,2550000,3436,LägenhetLägenhet,1,NA,1986,Brf Vikingen 6, Jessica Eklöf , SkandiaMäklarna Sundbyberg 
Stockholms,Bromma,Holbergsgatan,124,Holbergsgatan 124 1 tr,1,42,1930000,17,april,2018,1695000,2630,LägenhetLägenhet,1,3800,1952,Hsb Brf Engelsmannen I Stockholm, Andreas Yacoub , Mäklarringen VällingbyHässelby 
Stockholms,Hässelby,Hundlokegränd,30,Hundlokegränd 30,2,54,2250000,17,april,2018,1995000,3343,LägenhetLägenhet,NA,NA,2016,BRF Skogsstjärnan, Nikki Eklund , Våningen Villan Stockholm 
Nacka,Saltsjöbaden,Ljuskärrsvägen,83,Ljuskärrsvägen 83,3,77.8,2200000,16,april,2018,1995000,3829,LägenhetLägenhet,NA,6300,1972,Brf Ljuskärrsberget 1, Alexander Wall , Svensk Fastighetsförmedling Nacka 
Nacka,Västra,Skarpövägen,17,Skarpövägen 17,3,81,2000000,16,april,2018,1850000,4281,LägenhetLägenhet,NA,8988,NA,NA, Annika Gerendas , Mäklarhuset Nacka 
Sundbybergs,Sundbybergs,Boplatsvägen,4,Boplatsvägen 4,1,34,2195000,16,april,2018,2195000,2289,LägenhetLägenhet,NA,588,2017,NA, Sebastian Wallster , Mäklarhuset Solna Sundbyberg 
Nacka,Älta,Oxelvägen,49,Oxelvägen 49 3 tr,2,49,1840000,16,april,2018,1850000,2696,LägenhetLägenhet,3,4950,1967,HSB Brf Stensö, Peter Hansson , HusmanHagberg TyresöÄlta 
Solna,Järvastaden,Fridensborgsvägen,48,Fridensborgsvägen 48,2,33,2450000,16,april,2018,2450000,1975,LägenhetLägenhet,NA,1824,2009,Brf Markan i Järvastaden, Ida Petersson , Erik Olsson Fastighetsförmedling 
Nacka,Saltsjöbaden,Karl Gerhards Väg,27,Karl Gerhards Väg 27,1,24,1600000,16,april,2018,1495000,1110,LägenhetLägenhet,NA,2688,1964,Brf Saltsjöhöjden, Marcus Ljungdahl , Erik Olsson Fastighetsförmedling 
Stockholms,Råcksta,Multrågatan,21,Multrågatan 21 3tr,3,73,2300000,15,april,2018,2195000,4191,LägenhetLägenhet,3,5400,1958,Brf Tabulatorn, Jonni Svensson , Svensk Fastighetsförmedling VällingbyHässelbySpånga 
Stockholms,Bromma,Herman Ygbergs väg,6,Herman Ygbergs väg 6,1,30,2375000,15,april,2018,1990000,2015,LägenhetLägenhet,NA,3240,1926,Brf Lärarinnehemmet, Oskar Berge , Notar 
Sundbybergs,Hallonbergen/,Lötsjövägen,85,Lötsjövägen 85,2,54.5,1970000,15,april,2018,1995000,2451,LägenhetLägenhet,NA,NA,1969,Brf Terränglöparen 9, Emma Hanna , Mäklarringen SundbybergSolna 
Solna,Råsunda,Förrådsgatan,2,Förrådsgatan 2,1,27,2315000,14,april,2018,1995000,1759,LägenhetLägenhet,NA,8808,1938,Brf Oxeln 8, Cathrine Brooling , Svensk Fastighetsförmedling Solna 
Stockholms,Årsta,Slätbaksvägen,6,Slätbaksvägen 6 3tr,2,44.5,2500000,13,april,2018,2275000,3633,LägenhetLägenhet,3,NA,1943,Brf Årstaterrassen, Lukas Selberg , Fastighetsbyrån Årsta 
Sundbybergs,Ursvik,Skördegatan,4,Skördegatan 4,2,49.4,2450000,13,april,2018,2295000,2995,LägenhetLägenhet,NA,NA,2012,Brf Hjortronstället 1, Nikola Zivkovic , Fastighetsbyrån Sundbyberg 
Sundbybergs,Sundbyberg/Ursvik,Oxenstiernas Allé,16,Oxenstiernas Allé 16,2,42,2300000,13,april,2018,1995000,2460,LägenhetLägenhet,NA,4704,2015,HSB Brf Musketören, Patrik Ekblom , Notar 
Nacka,Nacka,Alphyddevägen ,29,Alphyddevägen  29,2,45,2495000,13,april,2018,2495000,2464,LägenhetLägenhet,NA,4800,1961,HSB Brf Barrträdet i Nacka, Sandra Enåsen DuePedersen , MOHV Nacka 
Nacka,Västra,Ormingeringen,76,Ormingeringen 76,2,61,2050000,13,april,2018,2050000,3801,LägenhetLägenhet,NA,1800,1969,Brf Agaten, Sandra Enåsen DuePedersen , MOHV Nacka 
Stockholms,Bromma,Gubbkärrsvägen,29,Gubbkärrsvägen 29K,1,26,1620000,13,april,2018,1490000,1685,LägenhetLägenhet,NA,3996,1950,Brf Koppartältet, Tomas Ekstrom , Notar 
Solna,Huvudsta/Solna,Jungfrudansen,9,Jungfrudansen 9 3tr,1.5,41,2500000,13,april,2018,2295000,2372,LägenhetLägenhet,3,2076,1973,Brf Jungfrudansen 1, Izabella Höglund , SkandiaMäklarna Solna 
Stockholms,Stockholms,Dannemoragatan,10,Dannemoragatan 10 1tr,1,18,2450000,13,april,2018,2000000,726,LägenhetLägenhet,1,NA,1922,Brf Hugin 14, Nadine Ekstrand , HusmanHagberg Vasastan 
Stockholms,Årsta,Sandfjärdsgatan,23,Sandfjärdsgatan 23 3tr,2,57.5,2500000,12,april,2018,2395000,3327,LägenhetLägenhet,3,NA,1961,HSB Brf Björklången, Lukas Selberg , Fastighetsbyrån Årsta 
Nacka,Västra,Skarpövägen,35,Skarpövägen 35,1.5,37,1680000,12,april,2018,1750000,2934,LägenhetLägenhet,NA,4497,1970,Brf Skarpöhöjden, Daniel Eriksson , Fastighetsbyrån Nacka 
Sundbybergs,Sundbyberg/Ursvik,Milstensvägen,50,Milstensvägen 50,1.5,35,1960000,12,april,2018,1750000,1784,LägenhetLägenhet,NA,4020,2013,Brf Blåsippan i Ursvik, Michelle Colegate , Notar 
Stockholms,Årsta,Sköntorpsvägen,59,Sköntorpsvägen 59,1,26,2180000,12,april,2018,2180000,1797,LägenhetLägenhet,NA,2400,1945,Brf Stockholmshus nr 8, Alexander Danielsson , Länsförsäkringar Fastighetsförmedling Stockholm Enskede 
Stockholms,Bromma,Spannvägen,11,Spannvägen 11,2,38.5,2455000,12,april,2018,2190000,2525,LägenhetLägenhet,NA,4104,1942,Brf Stockholmshus nr 3, Angelica Liljeqvist , Notar 
Stockholms,Bromma,Mariehällsvägen,7,Mariehällsvägen 7,2,39.5,2450000,12,april,2018,2350000,2197,LägenhetLägenhet,NA,7800,1944,Brf Minnet 12, Isak Oddsson , Notar 
Solna,Frösunda,Anders Lundströms gata,12,Anders Lundströms gata 12,1,53.8,2465000,12,april,2018,2450000,3074,LägenhetLägenhet,NA,3500,2002,Brf Pomona, Emilia Rosén , Erik Olsson Fastighetsförmedling 
Stockholms,Hässelby,Aprikosgatan,80,Aprikosgatan 80,2,57.5,1870000,12,april,2018,1695000,4583,LägenhetLägenhet,NA,2500,2000,Brf Karpdammen Nr 3, Martina Hultkrantz , Mäklarringen VällingbyHässelby 
Solna,Hagastaden,Fogdevreten,14,Fogdevreten 14 2 tr,1,34,2400000,12,april,2018,2400000,2150,LägenhetLägenhet,2,NA,1972,Brf Tomteboda 1 i Solna, Olof Petersen , Notar 
Sundbybergs,Ursvik,Gamla Enköpingsvägen,160,Gamla Enköpingsvägen 160 plan 3,2,52,2280000,12,april,2018,2195000,2936,LägenhetLägenhet,NA,4800,2013,HSB Brf Klingan, Jonas Franzén , Svensk Fastighetsförmedling Solna 
Stockholms,Hässelby,Astrakangatan,99,Astrakangatan 99,1,40,1600000,11,april,2018,1395000,2948,LägenhetLägenhet,NA,3200,1955,Brf: Tempelekot i Stockholm, Jimmy Solkarin , Fastighetsbyrån Hässelby 
Solna,Bergshamra,Ripstigen,2,Ripstigen 2 7 tr,1,27,2300000,11,april,2018,1995000,1389,LägenhetLägenhet,7,2700,1959,Brf Ålkistan, Danial Gandomani , Fastighetsbyrån Solna Norra 
Nacka,Ektorp,Ektorpsvägen,11,Ektorpsvägen 11,1,32,2000000,11,april,2018,1750000,2031,LägenhetLägenhet,NA,3240,NA,NA, Martin Tillberg , Mäklarhuset Nacka 
Stockholms,Bromma,Brålunden,18,Brålunden 18,1,35,2030000,11,april,2018,1895000,1446,LägenhetLägenhet,NA,4080,NA,Brf Översättningen 2-3, Robin Bäckström , Länsförsäkringar Fastighetsförmedling Stockholm Bromma 
Solna,Gamla,Näckrosvägen,9,Näckrosvägen 9,1,28.5,2250000,11,april,2018,2250000,1743,LägenhetLägenhet,NA,4896,NA,Brf Näckrosen i Solna, Elin Johansson , Notar 
Sundbybergs,Rissne,Rissneleden,101,Rissneleden 101B 3tr,2,55,2230000,11,april,2018,2095000,3889,LägenhetLägenhet,3,NA,NA,Brf Solskiftet 1, Aras Ismail , Notar 
Stockholms,Vasastan/Norrmalm,Rådmansgatan,46,Rådmansgatan 46 4tr,1,21,2500000,11,april,2018,1995000,1424,LägenhetLägenhet,4,3000,1959,Brf Studio Apt. 769619-1613, Nils Lagerlöf , Svenska Mäklarhuset Vasastan 
Stockholms,Blackeberg,Ibsengatan,86,Ibsengatan 86 B,1.5,36,2100000,11,april,2018,1695000,1770,LägenhetLägenhet,NA,4200,NA,NA, Oskar Fröblom , BOSTHLM Fastighetsmäklare AB 
Stockholms,Kungsholmen,Sankt Göransgatan,153,Sankt Göransgatan 153,1,24.5,2500000,11,april,2018,1995000,1338,LägenhetLägenhet,NA,3600,1950,Brf Tjället 6, Ahmet Ayhan , Svensk Fastighetsförmedling Sthlm Kungsholmen 
Nacka,Järla,Turbinvägen,5,Turbinvägen 5 B,1,33,2295000,11,april,2018,2295000,1925,LägenhetLägenhet,NA,NA,NA,Brf Turbinhallen, Simon Linged , Bosatt Fastighetsförmedling 
Stockholms,Vasastan,Frejgatan,89,Frejgatan 89A 2 tr ög,1,17,1825000,11,april,2018,1890000,949,LägenhetLägenhet,2,3600,1902,NA, Ulf Friberg , Svensk Fastighetsförmedling Sthlm Vasastan 
Stockholms,Vasastan,Västmannagatan,93,Västmannagatan 93 5 tr,1,20,2500000,10,april,2018,1995000,1325,LägenhetLägenhet,5,NA,1917,Bf Smedjan 8 u p a, Emmie Grut , Fastighetsbyrån Vasastan 
Sundbybergs,Sundbyberg,Lötsjövägen,79,Lötsjövägen 79,2,68.8,2100000,10,april,2018,2195000,3095,LägenhetLägenhet,NA,1200,1969,Brf Terränglöparen 9, Joe Maatouk , Edward Partners Fastighetsmäklare AB 
Nacka,Hedvigslund,Finserudsgränd,15,Finserudsgränd 15 A,3,59,2495000,10,april,2018,2495000,3681,LägenhetLägenhet,NA,16320,2006,NA, Peter Ramani , Mäklarhuset Älta 
Stockholms,Gröndal,Sannadalsvägen,16,Sannadalsvägen 16,1,33,2450000,10,april,2018,1995000,2352,LägenhetLägenhet,NA,3000,1938,NA, Louise Kelly , Brokr Fastighetsmäklare 
Nacka,Ektorp,Edinsvägen,10,Edinsvägen 10,2,58,2350000,10,april,2018,2350000,3858,LägenhetLägenhet,NA,4680,1961,HSB:s brf Tallmohöjden, Fredrika Agardh , Bjurfors Nacka 
Stockholms,Globen/Blåsut,Pastellvägen,16,Pastellvägen 16,1,35,2300000,10,april,2018,1995000,2224,LägenhetLägenhet,NA,3800,1943,NA, Jakob Jamieson , ERA Storstad 
Nacka,Ektorp,Edinsvägen,11,Edinsvägen 11,2,59,2395000,10,april,2018,2395000,3982,LägenhetLägenhet,NA,5000,1961,NA, Lina Nordström , BOSTHLM Fastighetsmäklare AB 
Stockholms,Bromma,Johannesfredsvägen,36,Johannesfredsvägen 36,2,42,2280000,10,april,2018,1995000,2946,LägenhetLägenhet,NA,4392,1946,HSB:s i Stockholm Brf Hammarsmedjan, Julia Hast , Notar 
Stockholms,Bromma,Askängsbacken,52,Askängsbacken 52 vån 3,1,36,2395000,10,april,2018,2395000,2873,LägenhetLägenhet,3,6500,2012,Brf Margretero 1, Marcus Hemrin , Svenska Mäklarhuset AnnedalMariehäll 
Stockholms,Stockholms,Hundlokegränd,22,Hundlokegränd 22 Vån 2,3,59,2395000,9,april,2018,2395000,3581,LägenhetLägenhet,2,3200,2017,Brf Skogsstjärnan, Yosef J Lahlou , Fastighetsbyrån Vällingby 
Stockholms,Vällingby,Jämtlandsgatan,86,Jämtlandsgatan 86 2tr,1,24,1650000,9,april,2018,1495000,1415,LägenhetLägenhet,2,NA,1952,Brf Ritbrädet 1, Henrik Fällman , Svensk Fastighetsförmedling VällingbyHässelbySpånga 
Solna,Huvudstalund/,Huvudstalundsvägen,10,Huvudstalundsvägen 10,1,40,2340000,9,april,2018,1895000,2953,LägenhetLägenhet,NA,3996,2002,BRF Huvudstalund, Alexander Syvertsson , Notar 
Nacka,Södra,Lovisedalsvägen,172,Lovisedalsvägen 172 1 tr,1,32,1795000,9,april,2018,1795000,1757,LägenhetLägenhet,1,4560,NA,NA, Peter Ramani , Mäklarhuset Älta 
Sundbybergs,Ör,Logdansvägen,46,Logdansvägen 46 2 tr,2,71.8,2160000,9,april,2018,2095000,3476,LägenhetLägenhet,2,5050,1967,Brf Logen i Ör, Per Berglund , Restate 
Nacka,Västra,Skarpövägen,1,Skarpövägen 1,3,81,1970000,8,april,2018,1925000,4281,LägenhetLägenhet,NA,3600,1971,NA, Kenneth Weidenby , Mäklarhuset SaltsjöBooSaltsjöbaden 
Stockholms,Söderberga,Bäckbornas väg,41,Bäckbornas väg 41,2,58.5,2200000,6,april,2018,1895000,3860,LägenhetLägenhet,NA,6725,1992,Brf Västerbäcken, Johanna Stigen , Fastighetsbyrån Bromma 
Stockholms,Hässelby,Mirabellbacken,5,Mirabellbacken 5 1tr,1.5,43,1900000,6,april,2018,1495000,2438,LägenhetLägenhet,1,4200,NA,Brf: Mirabellen, Yosef J Lahlou , Fastighetsbyrån Hässelby 
Nacka,Saltsjö-Boo,Edövägen,10,Edövägen 10 A 1 tr,1,44,1600000,6,april,2018,1395000,2984,LägenhetLägenhet,1,3480,1969,Brf Edölandet, Roger Thalen , Erik Olsson Fastighetsförmedling 
Stockholms,Årsta,Bråviksvägen,12,Bråviksvägen 12 2 tr,2,40,2450000,6,april,2018,2075000,3033,LägenhetLägenhet,2,3000,1944,HSB Brf Bråviken nr 138, Kimberly Pändel Lehn , Svensk Fastighetsförmedling Årsta 
Stockholms,Blackeberg,Holbergsgatan,146,Holbergsgatan 146,1,42,2000000,5,april,2018,2100000,2630,LägenhetLägenhet,NA,2400,1952,HSB Brf Engelsmannen, AnnSofie Berg , Fastighetsbyrån Bromma 
Stockholms,Vällingby,Ångermannagatan,176,Ångermannagatan 176 Vån 4,2,58.5,2500000,5,april,2018,NA,3462,LägenhetLägenhet,4,NA,1954,Brf: HSB Ritstiftet, Jimmy Solkarin , Fastighetsbyrån Vällingby 
Sundbybergs,Järvastaden,Boplatsvägen,2,Boplatsvägen 2,1,34,2250000,5,april,2018,2195000,2289,LägenhetLägenhet,NA,2388,2017,NA, Rikard Thorn Karlsson , Mäklarhuset Solna Sundbyberg 
