"city","area","street","street_number","address","rooms","kvm","price","day_of_month_sold","month_sold_swedish","year_sold","asking_price","avgift","type","floor","running_costs","year_built","hoa","agent_name","agency"
"Stockholms","vällingby","rabattvägen",40,"other",2,34,1850000,10,"april",2019,1795000,2373,"apartment",4,4200,2014,"other","other","bosthlmfastighetsmäklareab"
"Stockholms","stockholms","björkbacksvägen",48,"other",2,45,2165000,9,"april",2019,2175000,3941,"apartment",4,3600,1940,"hsbsbrfförmannen","other","fastighetsbyrånbromma"
"Stockholms","hässelby","astrakangatan",110,"other",3,62,2200000,9,"april",2019,2295000,4833,"apartment",3,5010,2006,"other","other","svenskfastighetsförmedlingvällingbyhässelbyspånga"
"Stockholms","årsta","sandfjärdsgatan",33,"other",1,27,2060000,9,"april",2019,1875000,2081,"apartment",9,3600,1963,"other","kimberlypändellehn","svenskfastighetsförmedlingårsta"
"Stockholms","bromma","other",3,"other",2,40,2430000,9,"april",2019,2095000,2744,"apartment",5,3600,1939,"other","other","svenskamäklarhusetbromma"
"Stockholms","bromma","björkbacksvägen",50,"other",2,45,2320000,9,"april",2019,1850000,3941,"apartment",2,4080,1939,"other","noomiunéus","svenskamäklarhusetbromma"
"Stockholms","hässelby","other",106,"other",1,42,1700000,9,"april",2019,1375000,3108,"apartment",3,6900,2006,"other","other","mäklarhusetvällingbyhässelby"
"Nacka","orminge","skarpövägen",1,"other",1.5,37,1585000,9,"april",2019,1475000,1956,"apartment",1,3600,1971,"brfskarpövägen","other","länsförsäkringarfastighetsförmedlingnacka"
"Nacka","nacka","other",21,"other",1,33,2200000,9,"april",2019,2200000,2314,"apartment",8,7200,2018,"other","other","other"
"Stockholms","bromma","other",15,"other",1,30,1785000,9,"april",2019,1490000,1525,"apartment",6,3600,1952,"other","andreasnilsson","notar"
"Stockholms","stockholms","other",15,"other",2,38,2500000,8,"april",2019,2475000,2042,"apartment",2,4624,1939,"other","other","other"
"Solna","hagalund","fogdevreten",14,"other",1,34,2050000,8,"april",2019,1895000,2150,"apartment",4,3516,1972,"brftomteboda1isolna","other","svenskfastighetsförmedlingsolna"
"Stockholms","hässelby","other",116,"other",3,64.9,2400000,8,"april",2019,2400000,3099,"apartment",1,5300,2018,"other","other","husmanhagbergvällingbyhässelbyspånga"
"Sundbybergs","rissne","other",2,"other",2,55,2500000,7,"april",2019,2500000,2979,"apartment",3,7000,2018,"other","other","other"
"Stockholms","vällingby","kirunagatan",72,"other",2,58,2200000,7,"april",2019,1895000,2954,"apartment",1,3000,1954,"brfkapprocken","other","svenskfastighetsförmedlingvällingbyhässelbyspånga"
"Sundbybergs","ursvik","gamlaenköpingsvägen",152,"gamlaenköpingsvägen152",1,34.5,1850000,7,"april",2019,1850000,2378,"apartment",5,4069,2016,"other","other","mohvsolna"
"Nacka","nacka","other",49,"other",1,40,2260000,7,"april",2019,1995000,2526,"apartment",3,3600,1953,"other","other","bosthlmfastighetsmäklareab"
"Nacka","saltsjöbaden","other",30,"other",3,86,2300000,6,"april",2019,2475000,4452,"apartment",2,2400,1969,"other","other","other"
"Stockholms","kungsholmen","other",69,"other",1,23,2310000,5,"april",2019,1995000,1528,"apartment",2,3000,1926,"other","other","mäklarhusetstockholminnerstan"
"Nacka","nacka","other",19,"other",3,59,2500000,5,"april",2019,2495000,3681,"apartment",4,17652,2006,"other","other","mäklarhusetälta"
"Sundbybergs","järva","other",11,"other",1,34,1995000,5,"april",2019,1995000,2306,"apartment",4,2268,2019,"other","other","other"
"Stockholms","kungsholmen","other",70,"other",1,28,2370000,5,"april",2019,1995000,2220,"apartment",4,3975,1932,"other","other","other"
"Nacka","orminge","ormingeringen",13,"other",1.5,45,1600000,5,"april",2019,1350000,3005,"apartment",22,5280,1968,"other","other","notar"
"Stockholms","bromma","kratsbodavägen",36,"other",2,37.5,2500000,5,"april",2019,2095000,2479,"apartment",2,4200,1944,"other","other","other"
"Solna","råsunda","other",35,"other",2,35.5,2500000,5,"april",2019,2295000,2033,"apartment",2,4688,1945,"other","other","svenskamäklarhusetsolna"
"Nacka","nacka","other",57,"other",2,41,2450000,5,"april",2019,2295000,2129,"apartment",9,5000,1974,"other","jesperlindgren","bosthlmfastighetsmäklareab"
"Stockholms","blackeberg","other",10,"other",2,58,2180000,4,"april",2019,1950000,3116,"apartment",4,4800,1951,"other","other","svenskfastighetsförmedlingbromma"
"Stockholms","årsta","other",12,"other",2,44,2400000,4,"april",2019,2150000,3112,"apartment",4,4563,1946,"other","other","fastighetsbyrånårsta"
"Stockholms","råcksta","other",28,"other",2,40,1765000,4,"april",2019,1950000,3020,"apartment",4,5067,1993,"other","info","other"
"Solna","hagalund","fogdevreten",8,"fogdevreten8",1,34,2050000,4,"april",2019,1895000,2150,"apartment",4,2352,1972,"brftomteboda1isolna","other","notar"
"Sundbybergs","rissne","other",159,"other",1.5,39.5,2000000,4,"april",2019,2045000,2397,"apartment",4,4872,2019,"other","other","other"
"Solna","huvudsta","jungfrudansen",7,"other",1,41,2480000,4,"april",2019,2200000,2372,"apartment",3,2656,1973,"brfjungfrudansen1","other","länsförsäkringarfastighetsförmedlingsolna"
"Stockholms","årsta","slätbaksvägen",6,"other",1,27,1995000,4,"april",2019,1795000,2123,"apartment",2,4476,1951,"other","other","notar"
"Stockholms","vällingby","vittangigatan",19,"other",2.5,58,2450000,4,"april",2019,2295000,3470,"apartment",7,5760,1953,"other","johannaeriksson","other"
"Stockholms","bromma","söderbergaallé",56,"other",1.5,41,1800000,4,"april",2019,1650000,2604,"apartment",3,4605,1995,"other","other","svenskamäklarhusetbromma"
"Stockholms","stockholms","other",79,"other",1,25,1950000,4,"april",2019,1995000,1296,"apartment",3,4300,1962,"other","other","other"
"Stockholms","bromma","other",14,"other",1.5,44,2420000,4,"april",2019,2195000,2192,"apartment",7,3600,1941,"other","other","svenskamäklarhusetbromma"
"Stockholms","stockholms","snörmakarvägen",35,"other",1,36,2350000,3,"april",2019,2350000,2074,"apartment",4,4200,2016,"other","other","fastighetsbyrånbromma"
"Stockholms","vällingby","östersundsgatan",7,"other",1.5,54,2050000,3,"april",2019,1895000,2731,"apartment",7,5804,2015,"brfråck16","jimmysolkarin","fastighetsbyrånvällingby"
"Stockholms","årsta","other",41,"other",2,42.5,2400000,3,"april",2019,2150000,3624,"apartment",3,4325,1996,"other","other","fastighetsbyrånårsta"
"Nacka","saltsjöbaden","other",2,"other",2,47,2400000,3,"april",2019,2450000,2153,"apartment",3,6562,2016,"other","other","fastighetsbyrånnacka"
"Solna","råsunda","råsundavägen",134,"råsundavägen134",1,28,2200000,3,"april",2019,1995000,2325,"apartment",4,5301,1951,"other","other","svenskfastighetsförmedlingsolna"
"Nacka","ektorp","edinsvägen",8,"other",2,58.5,2255000,3,"april",2019,1750000,3246,"apartment",4,5940,1962,"other","other","svenskfastighetsförmedlingnacka"
"Stockholms","vällingby","other",8,"other",2,51,2450000,3,"april",2019,2550000,2510,"apartment",4,4344,2019,"other","other","svenskfastighetsförmedlingvällingbyhässelbyspånga"
"Nacka","västra","skarpövägen",37,"other",1.5,37,1630000,3,"april",2019,1475000,2934,"apartment",4,4668,1972,"other","other","svenskfastighetsförmedlingnacka"
"Stockholms","stora","other",90,"other",1,26,2350000,3,"april",2019,1995000,1742,"apartment",1,7416,1942,"other","other","svenskfastighetsförmedlingsthlmkungsholmen"
"Nacka","nacka","other",1,"other",2,59.5,2200000,3,"april",2019,1895000,3494,"apartment",5,4584,1971,"other","other","svenskfastighetsförmedlingnacka"
"Solna","huvudsta","other",9,"other",1,25.5,1795000,3,"april",2019,1795000,1537,"apartment",1,2918,1962,"other","gabrielbilir","svenskamäklarhusetsundbyberg"
"Sundbybergs","centrala","other",43,"other",1,25,2070000,3,"april",2019,1850000,2046,"apartment",6,3941,1944,"other","michellecolegate","notar"
"Stockholms","årsta","other",18,"other",2,39.5,2300000,3,"april",2019,1895000,2753,"apartment",1,4908,1944,"other","other","notar"
"Nacka","nacka","other",4,"other",1,45,1680000,3,"april",2019,1690000,2914,"apartment",2,3500,1953,"other","other","svenskamäklarhusetnacka"
"Stockholms","bromma","snörmakarvägen",47,"other",1,33,2300000,3,"april",2019,1795000,2145,"apartment",3,5000,1944,"other","joelbeckfriis","husmanhagbergbromma"
"Solna","solna","råsundavägen",134,"råsundavägen134",1,28,2200000,3,"april",2019,2200000,2325,"apartment",4,3600,1951,"other","other","other"
"Nacka","västra","ormingeringen",22,"other",3,70,2450000,3,"april",2019,2095000,4119,"apartment",22,5400,1967,"other","jesperlindgren","bosthlmfastighetsmäklareab"
"Nacka","västra","ornövägen",34,"other",3,81,2175000,2,"april",2019,1995000,4788,"apartment",2,4300,1971,"brfsockerbiten","danieleriksson","fastighetsbyrånnacka"
"Sundbybergs","sundbybergs","other",13,"other",2,42,2395000,2,"april",2019,2395000,2770,"apartment",3,3600,1992,"other","other","bosthlmfastighetsmäklareab"
"Nacka","boo","other",55,"other",1.5,30,2000000,2,"april",2019,1995000,1456,"apartment",3,4127,2016,"other","other","other"
"Stockholms","vällingby","other",8,"other",2,47,2300000,2,"april",2019,2395000,2350,"apartment",4,4299,2019,"other","other","svenskfastighetsförmedlingvällingbyhässelbyspånga"
"Stockholms","stockholms","björnsonsgatan",120,"other",2,59,2250000,2,"april",2019,2245000,3224,"apartment",3,4200,1952,"other","other","svenskfastighetsförmedlingbromma"
"Stockholms","vällingby","other",176,"other",1,36,1795000,2,"april",2019,1695000,2283,"apartment",4,3600,1955,"other","other","husmanhagbergvällingbyhässelbyspånga"
"Solna","råsunda","other",69,"other",1,19.3,1920000,2,"april",2019,1650000,935,"apartment",3,4256,1954,"other","other","notar"
"Stockholms","vällingby","other",17,"other",2,61,2220000,2,"april",2019,1999500,3531,"apartment",6,5160,2008,"other","johannaeriksson","other"
"Stockholms","bromma","other",56,"other",1,34,2350000,2,"april",2019,1995000,2853,"apartment",1,3840,2013,"other","other","other"
"Stockholms","vällingby","vittangigatan",15,"other",2,58,2200000,1,"april",2019,1995000,3470,"apartment",15,4500,1953,"brffyrfärgspennan1","yosefjlahlou","fastighetsbyrånvällingby"
"Nacka","nacka","ormingeringen",28,"other",1.5,45,1650000,1,"april",2019,1800000,3005,"apartment",5,4188,1971,"other","other","svenskfastighetsförmedlingnacka"
"Nacka","saltsjöbaden","other",18,"other",2,51,2375000,1,"april",2019,2495000,2101,"apartment",3,3972,1954,"other","other","other"
"Solna","solna","other",5,"other",1.5,42,2500000,1,"april",2019,2500000,2308,"apartment",6,3149,1965,"other","other","svenskamäklarhusetsolna"
"Stockholms","råcksta","östersundsgatan",4,"other",2,61,2380000,1,"april",2019,1995000,3228,"apartment",7,4000,2017,"other","other","erikolssonfastighetsförmedling"
"Nacka","nacka","other",3,"other",1.5,38,2425000,1,"april",2019,2195000,2676,"apartment",5,3900,1963,"other","other","länsförsäkringarfastighetsförmedlingnacka"
"Stockholms","traneberg","other",57,"other",2,40,2500000,31,"mars",2019,2295000,2387,"apartment",3,7649,1937,"other","annsofieberg","fastighetsbyrånbromma"
"Stockholms","mariehäll","kratsbodavägen",36,"other",1,23,1850000,31,"mars",2019,1495000,1716,"apartment",3,3500,1944,"other","ericaholmberg","fastighetsbyrånbromma"
"Solna","solna","other",16,"other",2,43,2410000,31,"mars",2019,2250000,1984,"apartment",5,4467,1985,"other","other","länsförsäkringarfastighetsförmedlingsolna"
"Stockholms","bromma","other",9,"other",1.5,33,2300000,31,"mars",2019,2300000,2304,"apartment",1,5400,2018,"other","other","other"
"Stockholms","vällingby","jämtlandsgatan",72,"other",2,59,2100000,31,"mars",2019,2100000,3312,"apartment",15,4400,1961,"other","other","bosthlmfastighetsmäklareab"
"Sundbybergs","sundbyberg","other",16,"other",1.5,48,2500000,30,"mars",2019,2250000,3236,"apartment",4,4893,1937,"other","michellecolegate","notar"
"Stockholms","hässelby","astrakangatan",109,"other",3,73,2300000,30,"mars",2019,2195000,4535,"apartment",2,2500,1955,"other","martinahultkrantz","mäklarringenvällingbyhässelby"
"Solna","solna","other",20,"other",1.5,46,2400000,30,"mars",2019,2095000,2177,"apartment",5,3149,1965,"other","other","mohvsolna"
"Sundbybergs","sundbybergs","other",3,"other",2,39,2400000,29,"mars",2019,2195000,2467,"apartment",3,3900,2009,"other","other","fastighetsbyrånsundbyberg"
"Stockholms","årsta","other",26,"other",1,30,2225000,29,"mars",2019,2350000,2360,"apartment",1,4280,1953,"other","other","fastighetsbyrånårsta"
"Stockholms","stockholms","other",29,"other",1,27,2100000,29,"mars",2019,1890000,1785,"apartment",3,3120,1950,"other","other","svenskfastighetsförmedlingbromma"
"Stockholms","stockholms","other",5,"other",1,32.5,2050000,29,"mars",2019,1895000,2167,"apartment",3,4545,1945,"other","other","notar"
"Stockholms","råcksta","östersundsgatan",7,"other",1,38,1900000,29,"mars",2019,1695000,1922,"apartment",7,3480,1957,"brfråck16","other","erikolssonfastighetsförmedling"
"Sundbybergs","lilla","other",125,"other",1.5,42,2390000,29,"mars",2019,1995000,2424,"apartment",7,5760,1965,"other","other","mohvsolna"
"Stockholms","bromma","björketorpsvägen",13,"björketorpsvägen13",1,28,1770000,29,"mars",2019,1575000,1850,"apartment",3,3200,1967,"brflångskeppet","niklasbergsten","husmanhagbergbromma"
"Stockholms","kungsholmen","other",67,"other",1,24,2350000,29,"mars",2019,2075000,1443,"apartment",5,2400,1936,"other","other","other"
"Solna","solna","other",61,"other",2,44,2200000,29,"mars",2019,1995000,2530,"apartment",5,4283,2012,"other","other","svenskamäklarhusetsolna"
"Stockholms","kungsholmen","other",25,"other",1,24.5,2400000,29,"mars",2019,2250000,1992,"apartment",4,3808,1935,"other","other","mäklarhusetstockholminnerstan"
"Nacka","henriksdalsberget","other",5,"other",1,20,1660000,28,"mars",2019,1295000,1258,"apartment",4,3596,1970,"brfutsikten135","other","fastighetsbyrånnacka"
"Stockholms","vasastan","other",6,"other",1,22,2480000,28,"mars",2019,2295000,1470,"apartment",1,3420,1928,"other","other","other"
"Stockholms","kungsholmen","other",11,"other",1,24,2500000,28,"mars",2019,1995000,1706,"apartment",1,4435,1938,"other","other","fastighetsbyrånstockholmkungsholmen"
"Stockholms","stockholms","other",11,"other",2,51,2330000,28,"mars",2019,1995000,3447,"apartment",3,4449,1945,"other","other","svenskfastighetsförmedlingårsta"
"Nacka","västra","other",26,"other",1.5,44,1670000,28,"mars",2019,1475000,3131,"apartment",3,4128,1972,"other","other","svenskfastighetsförmedlingnacka"
"Stockholms","bromma","other",29,"other",2,59,2500000,28,"mars",2019,2190000,3058,"apartment",4,6360,1952,"other","sarasällström","notar"
"Stockholms","årsta","other",8,"other",1,26,2200000,28,"mars",2019,1995000,1242,"apartment",4,4800,1946,"other","other","notar"
"Stockholms","stockholms","söderbergaallé",70,"other",2,58,1890000,28,"mars",2019,1495000,4734,"apartment",3,5458,1992,"other","other","other"
"Stockholms","ekensberg","other",10,"other",1,30,2500000,28,"mars",2019,1995000,1888,"apartment",1,4159,1946,"other","other","notar"
"Solna","hagalund","fogdevreten",8,"other",1,34,2050000,28,"mars",2019,1950000,2150,"apartment",4,2496,1972,"brftomteboda1isolna","other","notar"
"Stockholms","bromma","other",9,"other",1,28,2100000,28,"mars",2019,2100000,2236,"apartment",3,4800,1945,"other","joelbeckfriis","husmanhagbergbromma"
"Stockholms","årsta","other",26,"other",1,30,2225000,27,"mars",2019,1795000,2407,"apartment",2,3360,1953,"other","other","fastighetsbyrånårsta"
"Stockholms","vällingby","jämtlandsgatan",74,"other",2,56,1800000,27,"mars",2019,1595000,3295,"apartment",1,4136,1952,"brfritbrädet1","other","svenskfastighetsförmedlingvällingbyhässelbyspånga"
"Nacka","nacka","other",5,"other",1,32,2150000,27,"mars",2019,1995000,1740,"apartment",6,5160,2011,"other","other","svenskfastighetsförmedlingnacka"
"Stockholms","stockholms","snörmakarvägen",16,"other",2,42,2270000,27,"mars",2019,1990000,3553,"apartment",3,3120,1942,"other","other","svenskfastighetsförmedlingbromma"
"Solna","gamla","other",15,"other",1,25,2120000,27,"mars",2019,1795000,1279,"apartment",3,4000,1938,"other","other","svenskamäklarhusetsolna"
"Stockholms","bromma","other",4,"other",1,39.5,2130000,27,"mars",2019,1895000,2752,"apartment",4,4800,1944,"other","other","other"
"Stockholms","årsta","other",77,"other",1,24.5,2270000,27,"mars",2019,1875000,1868,"apartment",4,3000,1945,"other","other","länsförsäkringarfastighetsförmedlingstockholmenskede"
"Stockholms","globen","other",10,"other",1.5,33.3,2250000,27,"mars",2019,2250000,2198,"apartment",3,3600,1946,"other","other","länsförsäkringarfastighetsförmedlingstockholmenskede"
"Solna","solna","other",13,"other",2,38,2480000,27,"mars",2019,2195000,2790,"apartment",2,5542,1909,"other","other","notar"
"Stockholms","bromma","other",25,"other",2,43,2350000,27,"mars",2019,1995000,2509,"apartment",4,7440,1945,"other","juliahast","notar"
"Solna","solna","other",10,"other",1,37,2400000,26,"mars",2019,1995000,2266,"apartment",5,4380,1938,"other","michellecolegate","notar"
"Stockholms","årsta","other",27,"other",2,55,2425000,26,"mars",2019,2395000,3308,"apartment",2,4800,1947,"other","other","other"
"Stockholms","blackeberg","other",5,"other",2,50,2430000,26,"mars",2019,2295000,3088,"apartment",8,5849,2014,"other","other","erikolssonfastighetsförmedling"
"Nacka","västra","ormingeringen",49,"other",2,45,1880000,26,"mars",2019,1695000,2944,"apartment",5,5000,1971,"other","jesperlindgren","bosthlmfastighetsmäklareab"
"Stockholms","vällingby","other",7,"other",2,59,2300000,25,"mars",2019,2300000,3555,"apartment",3,4200,1955,"other","other","husmanhagbergvällingbyhässelbyspånga"
"Stockholms","stora","other",53,"other",2,48,1400000,25,"mars",2019,2750000,3291,"apartment",8,3960,1944,"other","other","erikolssonfastighetsförmedling"
"Stockholms","vällingby","jämtlandsgatan",72,"other",1,24,1495000,24,"mars",2019,1495000,1348,"apartment",2,1800,1952,"brfritbrädet1","other","notar"
"Sundbybergs","hallonbergen","other",22,"other",3,82.1,2400000,24,"mars",2019,2295000,3852,"apartment",3,2400,1972,"brffyrtornet10","other","bjurforssolnasundbyberg"
"Stockholms","lilla","other",22,"essingebrogata22",1,19,2050000,23,"mars",2019,1595000,1397,"apartment",3,3600,1939,"other","robinheimberger","fastighetsbyrånbromma"
"Solna","centrala","other",28,"other",1,34,2350000,23,"mars",2019,2350000,2444,"apartment",1,3600,2004,"other","other","fastighetsbyrånsolna"
"Nacka","älta","other",100,"other",3,65.7,2300000,23,"mars",2019,2095000,4061,"apartment",3,4200,1985,"other","other","other"
"Stockholms","hässelby","other",12,"other",2,43,2000000,23,"mars",2019,2000000,2598,"apartment",6,4014,2018,"other","other","svenskamäklarhusetvällingby"
"Solna","hagalund","råsundavägen",7,"other",2,60,2450000,23,"mars",2019,2200000,2393,"apartment",4,3983,1932,"other","other","husmanhagbergsolnasundbyberg"
"Nacka","finntorp","other",3,"finntorpsvägen3",1,24,1865000,23,"mars",2019,1695000,1514,"apartment",4,3348,1951,"brfbergängeninacka","other","erikolssonfastighetsförmedling"
"Sundbybergs","sundbybergs","other",62,"other",2,68.8,1900000,22,"mars",2019,1795000,3228,"apartment",3,4380,1972,"other","lisasimu","other"
"Nacka","nacka","other",3,"finntorpsvägen3",2,35,2420000,22,"mars",2019,1995000,1857,"apartment",7,3000,1976,"other","other","svenskfastighetsförmedlingnacka"
"Stockholms","årsta","sandfjärdsgatan",82,"other",1.5,43,2230000,22,"mars",2019,1950000,2544,"apartment",4,4200,1960,"other","other","skandiamäklarnaårsta"
"Stockholms","hässelby","fyrspannsgatan",172,"other",2,34,2075000,22,"mars",2019,1695000,2135,"apartment",10,3000,2016,"brfmälarutsikten","other","mäklarhusetvällingbyhässelby"
"Stockholms","vällingby","other",21,"other",2,47,2350000,22,"mars",2019,1995000,3141,"apartment",10,2520,2012,"other","other","länsförsäkringarfastighetsförmedlingstockholmvällingby"
"Solna","hagalund","råsundavägen",26,"other",2,46,2450000,22,"mars",2019,2295000,2666,"apartment",4,2880,2000,"other","other","länsförsäkringarfastighetsförmedlingsolna"
"Solna","solna","other",4,"other",1,33,2350000,22,"mars",2019,2095000,2401,"apartment",4,4680,1938,"other","other","notar"
"Stockholms","årsta","other",32,"other",2,43,2375000,22,"mars",2019,2150000,2881,"apartment",3,7992,1945,"other","other","notar"
"Stockholms","bromma","spångavägen",42,"other",2,42,2500000,22,"mars",2019,2095000,2276,"apartment",3,4800,1943,"other","other","husmanhagbergbromma"
"Stockholms","kungsholmen","other",9,"other",1,20,2405000,21,"mars",2019,1995000,1050,"apartment",4,4500,1933,"other","other","fastighetsbyrånstockholmkungsholmen"
"Sundbybergs","centrala","other",6,"other",1.5,38.5,2220000,21,"mars",2019,1795000,2534,"apartment",3,4343,1936,"other","sebastianscherdin","fastighetsbyrånsundbyberg"
"Stockholms","kungsholmen","other",9,"other",1.5,20,2140000,21,"mars",2019,1895000,954,"apartment",2,3024,1931,"other","other","svenskfastighetsförmedlingsthlmkungsholmen"
"Stockholms","hässelby","other",12,"enspännargatan12a",1,33,1600000,21,"mars",2019,1495000,1994,"apartment",4,4500,2018,"other","robertblomster","mäklarhusetvällingbyhässelby"
"Nacka","orminge","betsövägen",4,"other",2,54,1650000,21,"mars",2019,1495000,3430,"apartment",3,4200,1970,"other","robertblomster","mäklarhusetvällingbyhässelby"
"Nacka","finntorp","other",3,"finntorpsvägen3",1,24,1800000,21,"mars",2019,1695000,1593,"apartment",3,3180,1951,"brfbergängeninacka","other","länsförsäkringarfastighetsförmedlingnacka"
"Stockholms","bromma","other",2,"other",2,49,2350000,21,"mars",2019,1995000,3892,"apartment",4,5340,1945,"other","juliahast","notar"
"Sundbybergs","ör","other",24,"other",2,71,2200000,21,"mars",2019,2200000,3527,"apartment",2,4787,1964,"other","other","skandiamäklarnasundbyberg"
"Stockholms","bromma","björketorpsvägen",13,"björketorpsvägen13",2,48,2050000,21,"mars",2019,1990000,3172,"apartment",4,4800,1967,"brflångskeppet","niklasbergsten","husmanhagbergbromma"
"Nacka","västra","ornövägen",20,"other",2,61,1920000,21,"mars",2019,1595000,3459,"apartment",1,4000,1970,"brfsockerbiten","other","erikolssonfastighetsförmedling"
"Stockholms","bromma","other",4,"other",2,53,2350000,21,"mars",2019,1995000,4297,"apartment",3,5410,1944,"other","joelbeckfriis","husmanhagbergbromma"
"Stockholms","stockholms","bäckbornasväg",23,"other",3,66.5,2365000,21,"mars",2019,1995000,4029,"apartment",3,4415,1991,"other","other","other"
"Solna","solna","other",28,"other",1,33,2200000,21,"mars",2019,1875000,2395,"apartment",4,4000,2004,"other","other","erikolssonfastighetsförmedling"
"Stockholms","östermalm","other",23,"other",1,19.5,2150000,20,"mars",2019,2100000,358,"apartment",2,3862,1962,"other","other","other"
"Stockholms","östermalm","other",23,"other",1,20.3,2100000,20,"mars",2019,2100000,372,"apartment",0,3907,1962,"other","other","other"
"Nacka","nacka","ljuskärrsvägen",11,"other",2,63.3,2200000,20,"mars",2019,2200000,3538,"apartment",3,6504,1970,"brfljuskärrsberget1","other","svenskfastighetsförmedlingnacka"
"Stockholms","vällingby","kirunagatan",60,"other",3,70,2400000,20,"mars",2019,2295000,3494,"apartment",3,4142,1954,"other","other","svenskfastighetsförmedlingvällingbyhässelbyspånga"
"Stockholms","årsta","other",37,"other",2,43.5,2440000,20,"mars",2019,2195000,2269,"apartment",1,4800,1949,"other","other","mäklarhusetstockholminnerstan"
"Sundbybergs","sundbybergs","other",9,"other",1,23,2000000,20,"mars",2019,1695000,1806,"apartment",3,4351,1932,"other","other","notar"
"Stockholms","bromma","other",2,"other",2,54,2400000,20,"mars",2019,2395000,3447,"apartment",6,5880,1963,"other","andreaspettersson","notar"
"Stockholms","södermalm","other",112,"other",1,23,2325000,20,"mars",2019,2275000,1114,"apartment",3,4490,1924,"other","other","other"
"Sundbybergs","hallonbergen","other",18,"other",3,82.1,2450000,20,"mars",2019,2295000,3852,"apartment",3,2280,1972,"other","other","skandiamäklarnasundbyberg"
"Sundbybergs","sundbyberg","other",5,"other",1,23,2030000,20,"mars",2019,1795000,1751,"apartment",4,7900,1943,"other","other","svenskamäklarhusetsolna"
"Solna","råsunda","other",7,"other",1,34,2310000,20,"mars",2019,1795000,1797,"apartment",3,4500,1944,"other","other","svenskamäklarhusetsolna"
"Solna","järva","fridensborgsvägen",119,"other",2,41,2400000,20,"mars",2019,2400000,2658,"apartment",3,3480,2018,"other","other","erikolssonfastighetsförmedling"
"Stockholms","hässelby","other",116,"other",1,34.9,1795000,20,"mars",2019,1795000,1952,"apartment",2,3240,2018,"other","other","husmanhagbergvällingbyhässelbyspånga"
"Stockholms","hässelby","other",9,"other",2,61,1895000,20,"mars",2019,1895000,4301,"apartment",4,4684,2008,"other","christofferasplund","husmanhagbergvällingbyhässelbyspånga"
"Nacka","nacka","other",23,"other",1,33,2135000,20,"mars",2019,2195000,2075,"apartment",9,8300,2000,"other","other","other"
"Stockholms","kungsholmen","other",11,"kungsklippan11",1,23,2155000,19,"mars",2019,1695000,1663,"apartment",4,3423,1938,"other","other","fastighetsbyrånstockholmkungsholmen"
"Sundbybergs","sundbybergs","other",44,"other",2,71.8,2200000,19,"mars",2019,2095000,3561,"apartment",3,8868,1967,"other","other","svenskfastighetsförmedlingsolna"
"Nacka","nacka","other",3,"finntorpsvägen3",1,24,1850000,19,"mars",2019,1495000,1593,"apartment",5,5268,1962,"other","other","svenskfastighetsförmedlingnacka"
"Stockholms","stockholms","knypplerskevägen",6,"other",2,42,2250000,19,"mars",2019,2095000,3232,"apartment",3,5400,1942,"other","other","svenskfastighetsförmedlingbromma"
"Sundbybergs","ursvik","ladugårdsgatan",4,"other",2,44,2050000,19,"mars",2019,1795000,2767,"apartment",3,4542,2016,"brfursvikskulle","other","notar"
"Nacka","orminge","ornövägen",26,"other",2,61,2050000,19,"mars",2019,1795000,3667,"apartment",2,6600,1970,"brfsockerbiten","other","other"
"Nacka","jarlaberg","other",96,"other",2,63,2295000,19,"mars",2019,2295000,4546,"apartment",2,4500,1988,"other","other","husmanhagbergnacka"
"Stockholms","kungsholmen","other",4,"other",1,23,2450000,19,"mars",2019,1995000,1488,"apartment",7,3840,1929,"other","other","mäklarhusetstockholminnerstan"
"Stockholms","gärdet","other",21,"other",2,44.2,2500000,19,"mars",2019,2295000,2941,"apartment",1,5102,1939,"other","other","other"
"Sundbybergs","sundbybergs","other",4,"other",1,38,2145000,19,"mars",2019,1995000,2081,"apartment",5,4293,2019,"other","other","notar"
"Stockholms","johanneshov","other",26,"other",2,40,2500000,19,"mars",2019,2495000,2693,"apartment",4,4676,1944,"other","other","notar"
"Stockholms","årsta","other",28,"other",1,38,2300000,19,"mars",2019,2195000,2406,"apartment",3,4080,2015,"other","other","other"
"Stockholms","bromma","other",8,"other",1,22,1800000,19,"mars",2019,1595000,1364,"apartment",5,4117,1945,"other","other","svenskamäklarhusetbromma"
"Stockholms","bromma","knypplerskevägen",31,"other",2,42.5,2420000,19,"mars",2019,1995000,2504,"apartment",3,5279,1944,"other","other","husmanhagbergbromma"
"Solna","järva","other",60,"other",1.5,36,2200000,18,"mars",2019,1995000,2289,"apartment",3,3480,2015,"other","other","länsförsäkringarfastighetsförmedlingsolna"
"Stockholms","stockholms","söderbergaallé",56,"other",2,74,2000000,17,"mars",2019,1995000,4242,"apartment",3,5500,1995,"other","other","fastighetsbyrånbromma"
"Solna","järva","other",12,"other",2,47.5,2440000,17,"mars",2019,2375000,2723,"apartment",3,6480,2013,"other","other","other"
"Nacka","saltängen","beckasinvägen",34,"other",1.5,41.5,2000000,17,"mars",2019,1995000,2335,"apartment",2,5292,1958,"other","other","husmanhagbergnacka"
"Stockholms","vällingby","jämtlandsgatan",97,"other",2,53,2360000,16,"mars",2019,2195000,2805,"apartment",5,4200,2017,"other","other","notar"
